"SubNum","DateTested","Age","Sex","East_or_West","Exclude_too_long_in_West","Expand_Contract_Task","dPrime_Expand","dPrime_Contract","Expand_Minus_Contract_dPrime","Expand_Contract_Mean_dPrime","C_Expand","C_Contract","Expand_Minus_Contract_C","Expand_Contract_Mean_C","ExpandContractExclude","Global_Local_Task","Global_Minus_Local_proportion_accuracy","Local_Minus_Global_speed_allTrials","Local_Minus_Global_speed_CorrectOnly","GlobalLocalExclude"," ","Absolute_Relative_Task","Absolute_Minus_Relative_LengthError","Absolute_Minus_Relative_ProportionError"," ","Individualism_Collectivism","Horizontal_Individualism","Vertical_Individualism","Horizontal_Collectivism","Vertical_Collectivism","IndColExclude","Big_5_Personality_Measures","Extraversion","Agreeableness","Conscientiousness","Neuroticism","Openness","Big5Exclude"," ","Other_Coded_Information","subNumExpandContract","subNumGlobalLocal","subNumAbsolute","subNumAbsolute","subNumSurveys","Expand_n_change","Expand_n_NoChange","Expand_Hits","Expand_Miss","Expand_CR","Expand_FA","Contract_n_change","Contract_n_NoChange","Contract_Hits","Contract_Miss","Contract_CR","Contract_FA","Local_n","Local_n_Correct","Global_n","Global_n_Correct","TargetAbsent_n","TargetAbsent_n_Correct","Global_Local_all_n","Global_Local_all_n_Correct","Absolute_Length_error","Relative_Length_error","Absolute_Proportion_error","Relative_Proportion_error","Global_RT_Correct","Local_RT_Correct","AbsoluteRelativeExclude"
"97","2014_Oct_16_1050","","","w","0","","1.5909","1.8099","-0.219","1.7004","0.6698","-0.0124","0.6822","0.3287","0","","0.0468","0.0306","0.0251","0","","","51.6527","-0.0049","","","27","28","26","24","0","","61.56","40.37","44.6","57.81","44.29","0","","","97","97","97","97","97","40","42","22","18","39","3","39","43","32","7","35","8","81","73","77","73","130","129","288","275","69.3333","17.6806","0.0139","0.0188","1.23030765742474","1.25537941880451","0"
"98","2014_Oct_16_1051","","","w","0","","1.8433","2.8109","-0.9677","2.3271","0.288","0.4709","-0.1829","0.3794","0","","4e-04","-0.0585","-0.0639","0","","","155.9753","0.1249","","","33","30","31","34","0","","52.19","60.74","66.83","45.31","37.14","0","","","98","98","98","98","98","38","53","28","10","47","6","40","33","33","7","32","1","81","80","84","83","123","122","288","285","182.3333","26.358","0.1556","0.0307","1.3803065885984","1.31641608774723","1"
"99","2014_Oct_16_1051","","","e","0","","2.658","1.9366","0.7215","2.2973","0.3616","0.4439","-0.0823","0.4027","0","","0.1144","0.1198","0.1158","0","","","59.2701","0.0045","","","22","21","30","29","0","","50.62","51.48","43.02","67.19","51.43","0","","","99","99","99","99","99","42","44","35","7","42","2","40","38","28","12","35","3","72","63","94","93","122","120","288","276","68.3333","9.0633","0.0162","0.0118","1.20961714559941","1.32544329809794","0"
"316","2015_ 4_30_1544","","","c","0","","3.829","2.3047","1.5244","3.0668","0","0.3252","-0.3252","0.1626","0","","-0.0246","0.152","0.1587","0","","","0.6527","0.0674","","","28","28","28","26","0","","50.62","34.81","41.43","57.81","47.14","0","","","316","316","316","316","316","36","36","35","1","35","1","49","43","39","10","40","3","72","71","78","75","138","138","288","284","13.3333","12.6806","0.0808","0.0134","1.30263184547467","1.46137110616141","0"
"317","2015_ 4_30_1623","","","c","0","","2.4666","2.1728","0.2938","2.3197","-0.1143","0.0764","-0.1908","-0.019","0","","-0.9722","-0.0103","NaN","1","","","16.228","0.0372","","","24","28","21","22","0","","42.81","38.52","41.43","56.25","32.86","0","","","317","317","317","317","317","45","38","41","4","33","5","32","49","27","5","43","6","72","70","83","0","133","130","288","200","27.1667","10.9387","0.0492","0.012","NaN","1.24811203479729","0"
"318","2015_ 4_30_1708","","","c","0","","-2.3375","-1.0317","-1.3058","-1.6846","-0.5109","-0.2489","-0.2621","-0.3799","1","","-0.8194","0.0493","0.1147","1","","","100.574","0.144","","","12","25","23","20","0","","49.06","31.11","39.84","54.69","32.86","0","","","318","318","318","318","318","47","43","12","35","2","41","38","36","15","23","8","28","78","65","72","1","138","136","288","202","114.1667","13.5926","0.1598","0.0159","1.05695700645","1.17167791219883","1"
"319","2015_ 4_30_1953","","","c","0","","1.194","1.4568","-0.2627","1.3254","-0.0076","-0.0762","0.0686","-0.0419","0","","0.1662","0.0666","0.08","0","","","114.8194","0.1135","","","27","30","35","33","0","","50.62","32.96","50.95","54.69","57.14","0","","","319","319","319","319","319","55","36","40","15","26","10","38","35","30","8","26","9","70","52","77","70","141","135","288","257","131.8333","17.014","0.1347","0.0212","1.15972257682286","1.239727928088","1"
"320","2015_ 4_30_2017","","","c","0","","2.5742","3.2432","-0.6691","2.9087","-0.3197","0.6386","-0.9582","0.1595","0","","0.0217","-0.0668","-0.0653","0","","","16.5247","0.0698","","","30","28","30","30","0","","50.62","38.52","39.84","46.88","51.43","0","","","320","320","320","320","320","37","42","35","2","35","7","43","42","36","7","42","0","81","78","65","64","142","138","288","280","24","7.4753","0.0779","0.0081","1.39719639718469","1.33185327970135","1"
"321","2015_ 5_01_0852","","","c","0","","2.19","1.8686","0.3214","2.0293","0.1865","-0.017","0.2035","0.0848","0","","-0.0295","0.02","0.0374","0","","","67.6527","0.0798","","","25","32","32","27","0","","50.62","42.22","31.9","57.81","42.86","0","","","321","321","321","321","321","44","40","36","8","36","4","41","39","34","7","32","7","66","61","76","68","146","140","288","269","76.6667","9.014","0.0904","0.0106","1.31323268834309","1.35060003937262","1"
"322","2015_ 5_01_0920","","","c","0","","1.6244","1.2856","0.3388","1.455","0.4399","0.154","0.2859","0.297","0","","0.2696","-0.117","0.0923","1","","","-69.66","-0.0492","","","26","26","25","20","0","","47.5","36.67","43.02","51.56","40","0","","","322","322","322","322","322","31","38","20","11","34","4","48","47","33","15","37","10","74","36","82","62","132","131","288","229","31.3333","100.9934","0.0697","0.1188","1.41023257855435","1.50257707966667","1"
"323","2015_ 5_01_0953","","","c","0","","2.5973","2.1052","0.4921","2.3512","-0.3697","-0.1934","-0.1763","-0.2816","0","","-0.1656","0.0495","0.1171","0","","","-43.316","-0.0032","","","23","26","27","27","0","","49.06","40.37","38.25","65.62","40","0","","","323","323","323","323","323","42","34","40","2","28","6","47","41","42","5","33","8","67","65","87","70","134","134","288","269","18.5","61.816","0.0605","0.0637","1.40654172897343","1.52361428554277","0"
"324","2015_ 5_01_1036","","","c","0","","-1.7271","-2.6762","0.9491","-2.2016","-0.2868","0.1014","-0.3882","-0.0927","1","","-0.8133","-0.0099","NaN","1","","","-9.9054","0.0169","","","26","28","29","31","0","","50.62","32.96","33.49","53.12","41.43","0","","","324","324","324","324","324","39","48","11","28","6","42","40","37","3","37","4","33","75","61","68","0","145","142","288","203","23.3333","33.2387","0.0571","0.0402","NaN","1.2800265921923","0"
"325","2015_ 5_01_1109","","","c","0","","3.0843","2.6023","0.482","2.8433","0.1591","0.0341","0.1251","0.0966","0","","-0.0036","-0.0154","-0.0371","0","","","62.0633","0.0016","","","11","24","21","25","0","","58.44","36.67","39.84","62.5","47.14","0","","","325","325","325","325","325","36","45","33","3","43","2","39","44","35","4","40","4","80","78","70","68","138","137","288","283","70.3333","8.2701","0.0112","0.0096","1.40435036140353","1.36723589591449","0"
"326","2015_ 5_01_1941","","","c","0","","1.598","1.6267","-0.0286","1.6123","-0.4216","-0.1213","-0.3004","-0.2714","0","","-0.1468","-1.5104","-2.0087","0","","","-5.7593","0.0304","","","26","25","27","21","0","","45.94","40.37","36.67","54.69","34.29","0","","","326","326","326","326","326","45","34","40","5","22","12","40","45","33","7","34","11","70","63","77","58","141","139","288","260","22.6667","28.426","0.0612","0.0308","4.34483750524345","2.33609376256508","0"
"327","2015_ 5_01_2026","","","c","0","","2.4595","2.1172","0.3424","2.2883","0.0794","0.0604","0.019","0.0699","0","","-0.029","0.0676","0.0626","0","","","36.0247","0.076","","","26","26","27","28","0","","56.88","38.52","46.19","46.88","41.43","0","","","327","327","327","327","327","40","42","35","5","38","4","44","38","37","7","33","5","74","74","69","67","145","144","288","285","42.5","6.4753","0.0828","0.0068","1.36249386374642","1.42511520836811","0"
"328","2015_ 5_09_1305","","","c","0","","2.3503","1.9569","0.3934","2.1536","-0.4447","-0.1868","-0.2579","-0.3158","0","","0.0395","0.1412","0.1433","0","","","-46.6493","-0.0066","","","27","27","24","28","0","","44.38","38.52","41.43","51.56","44.29","0","","","328","328","328","328","328","38","43","36","2","33","10","41","42","36","5","33","9","76","73","80","80","132","130","288","283","26.6667","73.316","0.0751","0.0818","1.44818467199813","1.59146293548712","0"
"329","2015_ 5_09_1453","","","c","0","","1.8872","1.979","-0.0918","1.9331","0.7013","0.6902","0.0111","0.6957","0","","0.0472","-0.0019","4e-04","0","","","57.9367","0.0102","","","25","20","24","24","0","","42.81","38.52","38.25","43.75","41.43","0","","","329","329","329","329","329","47","40","28","19","38","2","34","43","21","13","41","2","106","101","66","66","116","111","288","278","68.1667","10.2299","0.0224","0.0122","1.378320777055","1.37874600910891","0"
"330","2015_ 5_09_1534","","","c","0","","3.3421","2.5075","0.8346","2.9248","0.2554","0.2238","0.0316","0.2396","0","","-0.0375","0.125","0.2365","0","","","66.772","0.0022","","","29","29","26","31","0","","45.94","36.67","41.43","53.12","41.43","0","","","330","330","330","330","330","51","37","47","4","36","1","33","43","28","5","40","3","64","64","80","77","144","143","288","284","73","6.228","0.0101","0.0079","1.47956655242208","1.71611407771781","0"
"331","2015_ 5_09_1617","","","c","0","","3.4236","2.3264","1.0973","2.875","0.1777","-0.0442","0.2219","0.0667","0","","0.0033","0.0492","0.0509","0","","","3.858","0.0725","","","22","23","22","22","0","","35","40.37","38.25","51.56","32.86","0","","","331","331","331","331","331","48","34","45","3","33","1","44","38","39","5","33","5","71","68","77","74","140","139","288","281","10.6667","6.8086","0.0809","0.0084","1.25878850833784","1.30967358280632","0"
"332","2015_ 5_10_1109","","","c","0","","2.5922","2.4213","0.1709","2.5067","0.0754","0.4342","-0.3588","0.2548","0","","-0.0053","-0.0444","-0.0067","0","","","6.3194","0.0752","","","26","27","27","26","0","","41.25","27.41","35.08","54.69","47.14","0","","","332","332","332","332","332","45","47","40","5","43","4","32","40","25","7","38","2","78","72","73","67","137","136","288","275","19.5","13.1806","0.0913","0.016","1.27312371268179","1.26637530326819","0"
"333","2015_ 5_10_1414","","","c","0","","3.8384","3.0278","0.8105","3.4331","0.3124","0.1309","0.1815","0.2217","0","","-0.0318","-0.0648","-0.0381","0","","","-77.316","-0.0105","","","23","26","24","28","0","","52.19","31.11","39.84","53.12","45.71","0","","","333","333","333","333","333","37","39","35","2","39","0","48","40","44","4","38","2","79","77","70","66","139","139","288","282","11.6667","88.9826","0.0779","0.0884","1.50720529845288","1.46910383794195","1"
"334","2015_ 5_10_1555","","","c","0","","-1.9957","-2.2105","0.2148","-2.1031","0.2543","0.1763","0.078","0.2153","1","","0.0166","0.061","0.072","0","","","-4.0066","0.0726","","","23","24","27","25","0","","47.5","47.78","39.84","53.12","35.71","0","","","334","334","334","334","334","38","35","4","34","8","27","40","51","4","36","9","42","81","77","61","59","146","144","288","280","13.6667","17.6733","0.0921","0.0195","1.48434288622983","1.55630873085636","0"
"335","2015_ 5_10_1628","","","c","0","","2.1029","1.6504","0.4525","1.8766","0.2523","0.173","0.0793","0.2127","0","","0.0328","-0.0083","-0.0138","0","","","-3.074","0.072","","","26","30","33","25","0","","41.25","34.81","33.49","57.81","44.29","0","","","335","335","335","335","335","33","52","26","7","47","5","35","44","26","9","37","7","70","66","82","80","136","132","288","278","6.8333","9.9074","0.0834","0.0113","1.25773559808825","1.24397885076924","0"
"336","2015_ 5_10_1715","","","c","0","","0.9721","0.7246","0.2475","0.8484","-0.0553","0.3122","-0.3675","0.1284","0","","-0.048","0.1557","0.1677","0","","","71.926","0.0164","","","34","30","31","29","0","","47.5","42.22","33.49","57.81","44.29","0","","","336","336","336","336","336","51","36","36","15","24","12","25","52","13","12","39","13","78","75","81","74","129","123","288","272","77.3333","5.4074","0.0223","0.0059","1.34939799759846","1.51712302207987","0"
"337","2015_ 5_16_1031","","","c","0","","2.0674","1.4437","0.6236","1.7555","-0.0208","-0.4285","0.4077","-0.2246","0","","-0.0145","0.0267","0.0368","0","","","-66.816","-0.0095","","","24","30","25","24","0","","47.5","42.22","38.25","50","38.57","0","","","337","337","337","337","337","48","45","41","7","38","7","32","39","28","4","24","15","80","79","74","72","134","132","288","283","37.3333","104.1493","0.1085","0.118","1.497316486305","1.53411785560278","0"
"338","2015_ 5_16_1402","","","c","0","","3.5826","3.5982","-0.0155","3.5904","-0.4198","0.0773","-0.4971","-0.1713","0","","0.04","0.1023","0.103","0","","","7.486","0.0788","","","28","27","26","27","0","","52.19","31.11","38.25","60.94","41.43","0","","","338","338","338","338","338","37","47","37","0","43","4","47","33","45","2","32","1","75","72","78","78","135","135","288","285","12.6667","5.1806","0.085","0.0061","1.31360817261218","1.41661549607958","0"
"339","2015_ 5_16_1453","","","c","0","","-1.9892","-2.0927","0.1034","-2.041","0.1297","0.1872","-0.0574","0.1584","1","","0.0163","0.1389","0.1483","0","","","1.9054","0.0752","","","22","17","22","18","0","","56.88","42.22","39.84","57.81","50","0","","","339","339","339","339","339","46","31","6","40","6","25","46","41","5","41","8","33","72","70","87","86","129","129","288","285","8.5","6.5946","0.0833","0.008","1.23504133557195","1.38337026664229","0"
"340","2015_ 5_16_1537","","","c","0","","3.9196","2.4855","1.4341","3.2026","-0.0107","0.0924","-0.1031","0.0409","0","","-0.9733","-0.1437","NaN","1","","","-51.1493","0.0112","","","31","24","29","23","0","","41.25","42.22","47.78","51.56","38.57","0","","","340","340","340","340","340","41","39","40","1","38","1","40","44","35","5","40","4","75","73","75","0","138","137","288","210","21.5","72.6493","0.0952","0.0841","NaN","1.33870198302096","0"
"341","2015_ 5_16_1617","","","c","0","","2.1712","1.6619","0.5093","1.9166","0.151","0.3066","-0.1555","0.2288","0","","-0.0461","-0.0125","-0.0085","0","","","-3.2299","0.0623","","","14","22","26","15","0","","49.06","32.96","39.84","53.12","44.29","0","","","341","341","341","341","341","40","37","33","7","33","4","40","47","28","12","41","6","69","68","66","62","153","152","288","282","9.6667","12.8966","0.0765","0.0142","1.27779411885097","1.26930092713412","0"
"342","2015_ 5_16_1655","","","c","0","","3.0294","2.4494","0.58","2.7394","0.4344","-0.135","0.5694","0.1497","0","","-0.016","0.0336","0.0299","0","","","35.9367","0.0953","","","32","28","33","29","0","","41.25","32.96","44.6","51.56","50","0","","","342","342","342","342","342","50","39","43","7","38","1","46","29","42","4","25","4","69","67","89","85","130","122","288","274","49.5","13.5633","0.1094","0.0141","1.31270733160118","1.3426120316803","0"
"343","2015_ 5_21_0840","","","c","0","","2.3844","1.9092","0.4752","2.1468","0.1793","0.113","0.0663","0.1461","0","","0.0574","0.0447","0.0524","0","","","2.6034","0.0595","","","25","26","29","25","0","","47.5","36.67","43.02","56.25","40","0","","","343","343","343","343","343","45","47","38","7","43","4","30","42","24","6","36","6","71","66","77","76","140","139","288","281","18.1667","15.5633","0.079","0.0195","1.23581365221434","1.28819312832591","0"
"344","2015_ 5_21_0918","","","c","0","","2.7001","2.65","0.0501","2.675","0.1997","-0.0729","0.2725","0.0634","0","","0.076","0.0677","0.1089","0","","","11.5066","0.0422","","","31","26","28","30","0","","53.75","34.81","44.6","50","50","0","","","344","344","344","344","344","56","33","49","7","31","2","37","38","34","3","34","4","87","77","77","74","124","121","288","272","99","87.4934","0.1315","0.0893","1.37614527264162","1.48500899834997","1"
"345","2015_ 5_21_1008","","","c","0","","2.2797","2.0864","0.1934","2.183","0.0291","-0.1506","0.1797","-0.0608","0","","-0.1454","-0.0233","0.0342","0","","","7.228","0.0558","","","24","23","23","28","0","","41.25","34.81","43.02","50","47.14","0","","","345","345","345","345","345","45","33","39","6","29","4","43","43","38","5","35","8","74","72","87","72","127","123","288","267","25","17.772","0.0765","0.0207","1.33089564906236","1.36509234044292","0"
"346","2015_ 5_21_1045","","","c","0","","2.6526","2.1719","0.4807","2.4123","0.3062","0.1347","0.1716","0.2205","0","","0.001","0.056","0.0587","0","","","-8.486","0.0144","","","17","24","22","20","0","","53.75","25.56","43.02","59.38","44.29","0","","","346","346","346","346","346","39","39","33","6","37","2","41","45","34","7","40","5","75","72","77","74","136","125","288","271","48.6667","57.1527","0.0758","0.0614","1.24238179181059","1.30110196603653","0"
"347","2015_ 5_21_1330","","","c","0","","2.2297","2.0971","0.1326","2.1634","-0.0041","0.1312","-0.1353","0.0636","0","","-0.0073","0.0442","0.0408","0","","","48.316","0.0037","","","29","28","29","30","0","","52.19","34.81","44.6","51.56","47.14","0","","","347","347","347","347","347","38","45","33","5","39","6","39","42","32","7","37","5","64","60","86","80","138","136","288","276","58","9.684","0.0131","0.0094","1.26385646462438","1.30466801722867","0"
"348","2015_ 5_21_1427","","","c","0","","1.8585","2.4596","-0.6012","2.159","-0.0054","-0.2097","0.2044","-0.1075","0","","-0.0268","-0.0125","0.0584","0","","","6.2701","0.0704","","","28","23","29","23","0","","38.12","47.78","36.67","48.44","40","0","","","348","348","348","348","348","40","45","33","7","37","8","40","39","37","3","33","6","79","78","76","73","133","132","288","283","15.3333","9.0633","0.0813","0.0109","1.35918430759466","1.41755844385179","0"
"349","2015_ 5_21_1520","","","c","0","","2.3812","2.5298","-0.1486","2.4555","0.1924","0.2126","-0.0202","0.2025","0","","0.0154","-0.0525","-0.0522","0","","","-38.4826","-0.0016","","","20","22","20","22","0","","49.06","42.22","41.43","53.12","41.43","0","","","349","349","349","349","349","44","36","37","7","33","3","41","43","35","6","40","3","77","71","80","75","131","130","288","276","27.3333","65.816","0.0702","0.0717","1.55680428187013","1.50460869493648","0"
"350","2015_ 5_21_1631","","","c","0","","1.9694","1.4105","0.5589","1.6899","0.58","0.3772","0.2029","0.4786","0","","-0.0014","-0.0098","-0.0096","0","","","-33.074","0.0116","","","21","29","25","21","0","","49.06","42.22","43.02","50","40","0","","","350","350","350","350","350","35","51","23","12","48","3","35","43","22","13","37","6","76","72","74","70","138","131","288","273","11.3333","44.4074","0.0818","0.0702","1.30302288532214","1.29344407717403","1"
"351","2015_ 5_22_1335","","","c","0","","-1.9944","-2.5275","0.5331","-2.261","-0.3743","-0.0178","-0.3565","-0.196","1","","-0.2397","-0.0213","-0.0439","0","","","61.66","-4e-04","","","21","24","31","29","0","","49.06","40.37","44.6","51.56","38.57","0","","","351","351","351","351","351","30","47","8","22","4","43","47","40","5","42","4","36","72","70","86","63","130","130","288","263","72","10.34","0.0109","0.0113","1.34897822047095","1.30512635026729","0"
"352","2015_ 5_22_1417","","","c","0","","2.0062","1.5939","0.4122","1.8001","-0.3911","-0.521","0.13","-0.4561","0","","0.025","0.0126","0.0148","0","","","-1.7407","0.0641","","","21","23","25","23","0","","47.5","44.07","44.6","48.44","41.43","0","","","352","352","352","352","352","49","37","45","4","27","10","32","46","29","3","28","18","86","80","67","64","135","129","288","273","11.5","13.2407","0.0778","0.0137","1.30968038365266","1.3244621992115","0"
"353","2015_ 5_22_1457","","","c","0","","3.0729","2.5668","0.5062","2.8199","-0.434","-0.4072","-0.0268","-0.4206","0","","0.0725","0.1419","0.1429","0","","","58.6733","0.0095","","","30","28","29","29","0","","44.38","34.81","39.84","51.56","40","0","","","353","353","353","353","353","41","37","40","1","32","5","44","42","42","2","34","8","69","64","74","74","145","142","288","280","62.5","3.8267","0.0143","0.0048","1.22072161854905","1.36362851783687","0"
"354","2015_ 5_22_1545","","","c","0","","-2.1992","-2.6143","0.415","-2.4067","-0.0028","0.3725","-0.3754","0.1849","1","","0.0155","-0.0045","0.0168","0","","","55.4074","0.011","","","30","33","31","27","0","","47.5","32.96","39.84","56.25","41.43","0","","","354","354","354","354","354","44","37","6","38","5","32","43","40","2","41","7","33","67","61","81","75","140","139","288","275","62.8333","7.426","0.0212","0.0102","1.37839749018347","1.39521941200557","0"
"355","2015_ 5_23_0831","","","c","0","","0.2674","0.2946","-0.0272","0.281","-0.4892","-0.2439","-0.2453","-0.3665","0","","0.0251","0.0646","0.0449","0","","","-123.4074","-0.2096","","","16","23","27","21","0","","44.38","38.52","47.78","50","44.29","0","","","355","355","355","355","355","30","36","22","8","13","23","46","52","30","16","24","28","81","78","84","83","123","122","288","283","70.8333","194.2407","0.0164","0.226","1.53340049536831","1.57827347364179","1"
"356","2015_ 5_23_0918","","","c","0","","2.0904","2.1572","-0.0668","2.1238","0.2364","0.011","0.2253","0.1237","0","","0.039","0.0048","-0.0033","0","","","7.5247","0.0556","","","27","22","22","21","0","","55.31","29.26","46.19","45.31","35.71","0","","","356","356","356","356","356","43","50","34","9","45","5","42","29","36","6","25","4","77","74","76","76","135","135","288","285","18.3333","10.8086","0.0674","0.0118","1.50724458067066","1.50392303273527","0"
"357","2015_ 5_23_0955","","","c","0","","2.9185","2.2962","0.6223","2.6074","0.5598","-0.0457","0.6055","0.2571","0","","0.0021","0.036","0.0516","0","","","-27.8507","0.0059","","","25","24","25","26","0","","41.25","38.52","43.02","53.12","38.57","0","","","357","357","357","357","357","38","46","31","7","45","1","43","37","38","5","32","5","84","79","87","82","117","116","288","277","15.5","43.3507","0.0749","0.0689","1.28832592615256","1.33989609042257","1"
"358","2015_ 5_23_1032","","","c","0","","-1.995","-1.5882","-0.4068","-1.7916","0.1049","0.0294","0.0756","0.0672","1","","-0.9498","0.0472","0.1638","1","","","55.5721","0.0178","","","28","31","29","27","0","","45.94","45.93","44.6","53.12","51.43","0","","","358","358","358","358","358","37","43","5","32","8","35","39","45","8","31","10","35","85","82","67","1","136","135","288","218","66.6667","11.0946","0.0298","0.0119","1.11098098755","1.27481696082317","0"
"359","2015_ 5_23_1336","","","c","0","","2.5873","2.2179","0.3694","2.4026","0.3262","-0.0414","0.3676","0.1424","0","","-0.0041","0.0191","0.0327","0","","","18.228","0.0619","","","26","23","19","20","0","","38.12","44.07","39.84","54.69","32.86","0","","","359","359","359","359","359","36","38","30","6","36","2","48","42","42","6","36","6","92","88","84","80","112","111","288","279","25","6.772","0.0695","0.0076","1.33980646729425","1.37248983437364","0"
"360","2015_ 5_23_1420","","","c","0","","2.7617","2.4273","0.3344","2.5945","0.0717","0.1461","-0.0744","0.1089","0","","-0.146","0.0289","0.0597","0","","","39.0721","0.0757","","","25","25","28","24","0","","49.06","40.37","43.02","54.69","41.43","0","","","360","360","360","360","360","42","41","38","4","38","3","35","46","30","5","42","4","71","62","77","56","140","136","288","254","52.5","13.4279","0.0916","0.0159","1.20669894559","1.26638394017371","0"
"361","2015_ 5_23_1451","","","c","0","","2.8724","2.9835","-0.111","2.928","-0.2322","-0.5087","0.2765","-0.3704","0","","-4e-04","-0.212","-0.2568","0","","","13.4826","0.0501","","","28","29","32","29","0","","47.5","42.22","50.95","56.25","42.86","0","","","361","361","361","361","361","42","35","40","2","31","4","44","43","43","1","36","7","75","68","64","58","149","146","288","272","23.3333","9.8507","0.0607","0.0107","1.5829204403119","1.3261441342975","0"
"362","2015_ 5_23_1632","","","c","0","","2.3583","2.2069","0.1514","2.2826","-0.3219","-0.0763","-0.2456","-0.1991","0","","-3e-04","0.0106","0.013","0","","","20.7593","0.0873","","","29","31","29","29","0","","45.94","32.96","39.84","51.56","50","0","","","362","362","362","362","362","30","46","28","2","37","9","42","46","37","5","39","7","80","79","78","77","130","126","288","282","26.1667","5.4074","0.0932","0.0059","1.15353157613156","1.16651180726139","0"
"363","2015_ 5_30_0827","","","c","0","","2.0548","3.3355","-1.2806","2.6951","0.2186","-0.4603","0.6789","-0.1209","0","","0.0506","0.1204","0.1279","0","","","10.9367","0.0441","","","28","30","27","29","0","","39.69","32.96","43.02","51.56","44.29","0","","","363","363","363","363","363","43","47","34","9","42","5","30","44","30","0","39","5","79","75","67","67","142","141","288","283","26.3333","15.3966","0.0594","0.0153","1.47162039956075","1.59950968106627","0"
"364","2015_ 5_30_0917","","","c","0","","1.5141","1.0334","0.4806","1.2738","0.0664","0.001","0.0654","0.0337","0","","0.0052","-0.1377","-0.0969","0","","","14.7701","0.0596","","","11","27","25","17","0","","44.38","29.26","43.02","48.44","38.57","0","","","364","364","364","364","364","49","39","37","12","31","8","33","43","23","10","30","13","91","88","72","70","125","122","288","280","29","14.2299","0.0754","0.0158","1.520921962602","1.4240447987208","0"
"365","2015_ 5_30_1011","","","c","0","","1.5275","1.5447","-0.0172","1.5361","0.333","0.1202","0.2128","0.2266","0","","-0.0284","0.0256","0.0309","0","","","10.1034","0.0686","","","26","29","26","30","0","","50.62","29.26","39.84","43.75","42.86","0","","","365","365","365","365","365","42","44","28","14","38","6","35","43","26","9","35","8","83","78","79","72","126","122","288","272","16.3333","6.2299","0.076","0.0074","1.21178595887278","1.24264540122051","0"
"366","2015_ 5_30_1043","","","c","0","","0.7477","0.6315","0.1162","0.6896","-0.1828","-0.1544","-0.0284","-0.1686","0","","-0.0565","0.14","0.1613","0","","","49.986","-0.0022","","","25","19","31","31","0","","53.75","40.37","46.19","45.31","44.29","0","","","366","366","366","366","366","45","33","32","13","19","14","47","39","32","15","22","17","77","73","83","74","128","127","288","274","60.1667","10.1806","0.0099","0.0121","1.30116347364461","1.46242563691877","0"
"367","2015_ 5_30_1332","","","c","0","","1.3031","1.2728","0.0303","1.288","-0.2208","-0.2809","0.0601","-0.2509","0","","0.1193","0.0526","0.0577","0","","","3.772","-0.0481","","","24","25","30","28","0","","44.38","29.26","49.37","54.69","50","0","","","367","367","367","367","367","47","42","38","9","28","14","39","36","32","7","23","13","79","67","92","89","117","98","288","254","73.3333","69.5613","0.022","0.0701","1.24123650722303","1.29889730553134","1"
"368","2015_ 5_30_1419","","","c","0","","-Inf","0.2593","-Inf","-Inf","-Inf","-2.1395","-Inf","-Inf","1","","-0.0053","-0.0469","-0.041","0","","","72.0174","0.0042","","","27","24","26","26","0","","42.81","32.96","39.84","57.81","45.71","0","","","368","368","368","368","368","38","38","38","0","0","38","43","45","43","0","1","44","89","87","72","70","127","125","288","282","81.6667","9.6493","0.0181","0.0139","1.30697663852086","1.26601078866494","0"
"369","2015_ 5_30_1501","","","c","0","","2.0088","2.7874","-0.7786","2.3981","-0.2322","-0.4549","0.2227","-0.3436","0","","0.0064","-0.0263","-0.0446","0","","","20.7701","0.0669","","","30","23","23","23","0","","44.38","36.67","39.84","45.31","50","0","","","369","369","369","369","369","37","50","33","4","39","11","31","46","30","1","38","8","93","91","66","65","129","128","288","284","34.8333","14.0633","0.0822","0.0153","1.37965902915385","1.33506142176132","0"
"370","2015_ 5_30_1548","","","c","0","","2.8194","2.4387","0.3807","2.629","0.2229","-0.0844","0.3073","0.0692","0","","-0.0213","-3e-04","-2e-04","0","","","41.3086","0.0798","","","29","25","27","31","0","","49.06","29.26","43.02","54.69","42.86","0","","","370","370","370","370","370","34","39","30","4","37","2","52","39","47","5","34","5","79","79","94","92","115","113","288","284","47.5","6.1914","0.0875","0.0077","1.26004171889783","1.25980162016937","0"
"371","2015_ 5_30_1631","","","c","0","","2.785","4.192","-1.407","3.4885","0.0969","0.1255","-0.0286","0.1112","0","","0.0247","0.0808","0.1138","0","","","31.228","0.0699","","","29","19","27","24","0","","50.62","36.67","43.02","51.56","42.86","0","","","371","371","371","371","371","41","44","37","4","41","3","41","38","40","1","38","0","76","71","73","70","139","137","288","278","43.5","12.272","0.0834","0.0135","1.2076757226667","1.32147588864197","0"
"372","2015_ 5_31_0837","","","c","0","","2.5794","2.6186","-0.0392","2.599","0.3551","0.392","-0.0369","0.3736","0","","0.0263","0.0507","0.0524","0","","","20.5946","0.0807","","","29","23","26","24","0","","42.81","31.11","41.43","48.44","38.57","0","","","372","372","372","372","372","40","40","33","7","38","2","39","45","32","7","43","2","76","74","78","78","134","133","288","285","24","3.4054","0.086","0.0052","1.19350175368505","1.24590613068822","0"
